0.0 -0.312705745826
12.0 -0.327014687271
24.0 -0.339137083915
36.0 -0.348973519463
48.0 -0.356078564097
60.0 -0.359681240343
72.0 -0.358750798852
84.0 -0.352197052331
96.0 -0.339128108137
108.0 -0.319114825165
120.0 -0.292435573943
132.0 -0.260178190616
144.0 -0.224216520087
156.0 -0.186992515328
168.0 -0.151266689248
180.0 -0.119756063607
192.0 -0.0948333868906
204.0 -0.0782159140377
216.0 -0.0707392878876
228.0 -0.0723596464103
240.0 -0.0822735137775
252.0 -0.0991860768957
264.0 -0.121497930378
276.0 -0.147470989776
288.0 -0.175317336084
300.0 -0.20333751779
312.0 -0.230168185012
324.0 -0.254827631077
336.0 -0.276825822373
348.0 -0.296059562512
360.0 -0.312705745826
